text,Positive,Negative,Neutral,Compound,Sentiment
ryancapperauld theeseedman eu europeanunion  vonderleyen eucommission eucommiss brussels… ,0.0,0.0,1.0,0.0,Neutral
second covid jab done thank northbristolnh two organis smooth run vaccin appointments… ,0.185,0.0,0.815,0.3612,Positive
pfizer pfizervaccin pfizerbiontech hold poorer countri hostag exchang militari base despicable… ,0.0,0.2,0.8,-0.3612,Negative
thank ⁦picardonhealth⁩ posit mythbust articl everyon easili digest look  here… ,0.217,0.0,0.783,0.3612,Positive
interest research letter ab respons  dose  sot recipi 👉  initi… ,0.273,0.0,0.727,0.4588,Positive
data base   first dose pfizerbiontech vaccin  dose oxfordastrazeneca vaccined… ,0.0,0.0,1.0,0.0,Neutral
pharmaceut compani consid make combo vaccin flu amp covid incentive… ,0.0,0.224,0.776,-0.3818,Negative
astrazeneca pfizerbiontech almost ident instanc blood clot rough  case per  million… ,0.0,0.0,1.0,0.0,Neutral
even think polit astrazeneca biggest sale vaccin eu slow getting… ,0.0,0.0,1.0,0.0,Neutral
 know mani peopl either astrazeneca pfizerbiontech  side effect a… ,0.0,0.0,1.0,0.0,Neutral
day one shot arm littl sore headach tired also explain poor sleeping… ,0.0,0.486,0.514,-0.8176,Negative
vaccin  american receiv first dose pfizerbiontech moderna … ,0.0,0.0,1.0,0.0,Neutral
look forward get second shot pfizer vaccin tomorrow feel fortunateanyth anyo… ,0.0,0.0,1.0,0.0,Neutral
peopl getvaccin fewer peopl get sick die least astrazeneca covid vaccin d… ,0.0,0.419,0.581,-0.802,Negative
it vaccin day astrazeneca pfizerbiontech oxfordastrazeneca ,0.0,0.0,1.0,0.0,Neutral
rtlfranc rien s'use le pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
pfizer report  case astrazeneca report  blood clot   million vaccin respec… ,0.0,0.0,1.0,0.0,Neutral
jasonleitch feb  pfizervaccin  dose feb  heart attack  pacemak fit and… ,0.184,0.228,0.588,-0.1531,Negative
 dose pfizer vaccin complet thank scienc  pfizer pfizerbiontech,0.263,0.0,0.737,0.3612,Positive
receiv   jab last weekend slight ach day two fine  it turn get vaccin… ,0.13,0.0,0.87,0.2023,Positive
nextimpfschäden impftot astrazenaca pfizerbiontech  grundrecht esreicht cdukorrupt bigpharma… ,0.0,0.0,1.0,0.0,Neutral
former minist public health ghassanhasbani state  vaccin manufactur sel… ,0.0,0.0,1.0,0.0,Neutral
day  socialdistancingsecond vaccin dose done im still go lick anyon matter microc… ,0.091,0.0,0.909,0.0258,Neutral
foxxystweet undermin anyth british start astrazeneca oxfordastrazeneca €… ,0.0,0.0,1.0,0.0,Neutral
snebelstein  true sad wont get vaccin tomorrow better safe sorri didnt… ,0.46,0.166,0.374,0.6705,Positive
mom dad got  vaccin i'm happi could cri 😢 pfizerbiontech vaccinerollout alberta… ,0.0,0.0,1.0,0.0,Neutral
get vaccin immun respons  day first shot ive pretti ok two day got hit… ,0.145,0.0,0.855,0.296,Positive
uk govern sure oxford jab safeti sure would problem trade their… ,0.301,0.176,0.523,0.2263,Positive
super happi  dose pfizerbiontech covidvaccin first day seconddosejab at… ,0.328,0.0,0.672,0.5994,Positive
afp  million peopl uk receiv  dose mix pfizerbiontech astrazeneca  how… ,0.0,0.0,1.0,0.0,Neutral
commiss releas list  document  vaccin purchas negoti pharma comp… ,0.0,0.0,1.0,0.0,Neutral
includ got  shot pfizerbiontech today thank potus nih cdcgov njdeptofhealth atlantichealth… ,0.2,0.0,0.8,0.3612,Positive
jkwanmd remain optimist receiv  dose pfizerbiontech vaccin remain hope turn t… ,0.412,0.0,0.588,0.743,Positive
 round  done thank volunt health personnel cours pfizerbiontech  ,0.263,0.0,0.737,0.3612,Positive
cowork test posit w rapid pcr vaccin w pfizercovidvaccin mild symptom far still… ,0.0,0.0,1.0,0.0,Neutral
 vaccin astrazenecavaccin pfizerbiontech hugodejong markrutt joebiden stop bigpharma genocid ,0.0,0.216,0.784,-0.296,Negative
one one go fucovid vaxhol pfizerbiontech 💉😃 ,0.0,0.0,1.0,0.0,Neutral
got first dose pfizerbiontech vaccin yay,0.405,0.0,0.595,0.5267,Positive
final got  cuhkmedicin pfizerbiontech hongkong ,0.0,0.0,1.0,0.0,Neutral
slight scari headlin good explain amp reassur common side effect covidvaccine… ,0.225,0.0,0.775,0.4404,Positive
 pfizerbiontech vaccin yesterday sore arm today grate  vaccin what can… ,0.0,0.217,0.783,-0.3612,Negative
🇲🇾 nstnation selangor record highest number vaccin  peopl follow perak … ,0.126,0.0,0.874,0.0772,Positive
 ctvottawa knew turn  🇨🇦 would complicatedastrazeneca minim chanc rare… ,0.0,0.0,1.0,0.0,Neutral
moderna test see vaccin protect children get sick come contact with… ,0.174,0.221,0.604,-0.1779,Negative
moderna test see vaccin protect children get sick come contact with… ,0.174,0.221,0.604,-0.1779,Negative
nstnation selangor record highest number vaccin  peopl follow perak  sab… ,0.126,0.0,0.874,0.0772,Positive
erictopol nejm  case anaphylaxi qld follow  vaccinationwithin last   from… ,0.0,0.0,1.0,0.0,Neutral
nstnation health directorgener tan sri dr noor hisham abdullah statement today said delay get t… ,0.0,0.141,0.859,-0.3182,Negative
shot  sore shoulder gone  noth els ordinari  wait game second shot… ,0.0,0.2,0.8,-0.3612,Negative
first dose onboard vaccin pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
got first round covidvaccin pfizerbiontech today live northidaho live va… ,0.0,0.0,1.0,0.0,Neutral
get shot stop reproduct system it suppos depo shouldn't… ,0.0,0.216,0.784,-0.296,Negative
got  shot pfizer vaccin today grate other vaccin availability… ,0.0,0.0,1.0,0.0,Neutral
almost everi know know least one shot vaccin nc tx pretti wild see hard i… ,0.148,0.083,0.769,0.2732,Positive
moderna  jab administ  new vaccin centr singapor start today it… ,0.0,0.0,1.0,0.0,Neutral
moderna  jab administ  new vaccin centr singapor start today it… ,0.0,0.0,1.0,0.0,Neutral
got second dose pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
antibodi detect women given dose pfizerbiontech vaccin pegnanc newb… ,0.0,0.0,1.0,0.0,Neutral
real world vaccin  astrazeneca pfizerbiontech  work  even variant  ever… ,0.0,0.0,1.0,0.0,Neutral
given antivaxx nonsens come eu past sever day use oxfordastrazeneca observ t… ,0.0,0.0,1.0,0.0,Neutral
drive get first vaccin nobodi broadway mask  covid 💉 complet pfizer… ,0.0,0.0,1.0,0.0,Neutral
also woooohooooo second dose ✅covidvaccin docsforvax pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech non si toccaleav gun take cannolivaccino ,0.0,0.286,0.714,-0.34,Negative
clavikul seanbradberi pfizerbiontech thay stole us feel contradict spot ,0.0,0.223,0.777,-0.3182,Negative
thestucummin louisecandlish callytaylor gib weve pfizerbiontech jab hand po… ,0.286,0.0,0.714,0.4939,Positive
 drrosestewart sotondsn amarput sambarnardpdsn vickiadsn  coxalisoncox … ,0.0,0.0,1.0,0.0,Neutral
great see resid staff cornmil nurs home   vaccin prereg to… ,0.313,0.0,0.687,0.6249,Positive
alex jone  agre eternalriley moderna pfizerbiontech much deadl… ,0.0,0.0,1.0,0.0,Neutral
got first dose pfizerbiontech pfizervaccin cvs today much like flu shot places… ,0.166,0.172,0.662,-0.0258,Neutral
februari    new york time covid vaccin recipi develop rare blood disorder… ,0.0,0.0,1.0,0.0,Neutral
get  vaccin here cannot   unitedst usa… ,0.0,0.0,1.0,0.0,Neutral
💥new daili 💥vaccin astrazeneca pfizerbiontech moderna  ,0.0,0.0,1.0,0.0,Neutral
 jab i'm “az” club mean pfizerbiontech moderna jab you… ,0.0,0.0,1.0,0.0,Neutral
got vaccin today happi got earlier expect due limit suppli 🇯🇴 time sa… ,0.0,0.0,1.0,0.0,Neutral
thread shotgangst nobodi want guinea pig👇  covidvaccin pfizerbiontech franc high… ,0.126,0.0,0.874,0.0772,Positive
astrazeneca covidvaccin disproportion use higher risk immobil popul due the… ,0.0,0.189,0.811,-0.2732,Negative
first vaccin thank potus gavinnewsom plus team volunt smooth process well… ,0.2,0.0,0.8,0.3612,Positive
first dose  hour  noth much differr went bed last night  still sore inject sit… ,0.0,0.161,0.839,-0.3612,Negative
jab number  wait let leav far good 😊 pfizerbiontech  secondjab… ,0.375,0.0,0.625,0.4939,Positive
weve suspend use astrazeneca precaut protect human health boost public confid then… ,0.319,0.139,0.542,0.4588,Positive
fda usa approv astrazeneca human administr australia know better eh wont jab u… ,0.195,0.0,0.805,0.4404,Positive
interest lunchtim read wonder vaccin rollout proven stumbl block eu the… ,0.201,0.195,0.604,0.0258,Neutral
bbcbreakfast safeti conveni mrna vaccin pfizer amp moderna experi dont dick have… ,0.197,0.0,0.803,0.4023,Positive
moutet emmanuelmacron vonderleyen data base   first dose pfizerbiontech vaccin  doses… ,0.0,0.0,1.0,0.0,Neutral
look pfizerbiontech  didnt trust manu  ,0.0,0.403,0.597,-0.4023,Negative
reutersuk though true sinc itali spain europeancountri european countri incl eu… ,0.219,0.0,0.781,0.4215,Positive
💉the eucommiss pfizer come agreement acceler deliveri  million dose quart… ,0.262,0.0,0.738,0.4939,Positive
paracetamol astrazeneca pfizerbiontech surgeri call ask choic vaccin,0.0,0.0,1.0,0.0,Neutral
receiv  dose pfizerbiontech vaccin today 💉 thank scotambservic gcuparamedicbsc h… ,0.238,0.0,0.762,0.3612,Positive
us almost vaccin far either moderna pfizerbiontech vaer vaccin adverse… ,0.0,0.0,1.0,0.0,Neutral
 uk yellow card record  thrombot event dvtpe az   pfizerbiontech  … ,0.0,0.0,1.0,0.0,Neutral
reutersuk safeti first vaccineswork safevaccin eulead vonderleyen eucommission eucommiss brussels… ,0.0,0.0,1.0,0.0,Neutral
 hour later poke arm definit sore inject site  noth els note  let see tomorrow… ,0.0,0.161,0.839,-0.3612,Negative
astrazenecavaccin current test clinic trial combo w pfizerbiontech amp sputnikv increas… ,0.0,0.0,1.0,0.0,Neutral
got work sister today first time ever 🥰 drew vaccin amp gave  quit team gave 💉… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech replac astrazeneca primari  vaccin finland due suppli shortages… ,0.0,0.0,1.0,0.0,Neutral
interest articl respons dr bossch recent videovideoviral… ,0.333,0.0,0.667,0.4588,Positive
 dose pfizerbiontech done bare even notic interfer track chip obvioussnark,0.0,0.0,1.0,0.0,Neutral
 vaccin derri omagh enniskillen hub start deliv astrazeneca alongsid pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
dlandspahn merkel impfschäden impftot astrazenaca pfizerbiontech grundrecht esreicht cdukorruption… ,0.0,0.0,1.0,0.0,Neutral
queu nhs colleagu second  jab today fulli juic antibodi 😀… ,0.0,0.0,1.0,0.0,Neutral
cdcgov  help walgreen correct covidvaccin default schedul technolog that… ,0.252,0.0,0.748,0.4019,Positive
👉👉👉what categori  vaccines👉👉👉 video explain detail content covid… ,0.0,0.0,1.0,0.0,Neutral
categori  vaccinesthi video explain detail content  vacc… ,0.0,0.0,1.0,0.0,Neutral
dad got vaccinet scarborough centenari hospit within  minut receiv his… ,0.0,0.0,1.0,0.0,Neutral
second  vaccin morn feel fortun thank asphft asphftn asph… ,0.238,0.0,0.762,0.3612,Positive
look like nobodi told walgreen pfizerbiontech vaccin need schedul  day apart book on… ,0.172,0.0,0.828,0.3612,Positive
current deadlin arriv first vaccin via covax mechan bih next week … ,0.0,0.0,1.0,0.0,Neutral
🇧🇦state level author continu face bih vaccin polici via covax mechan earl… ,0.0,0.0,1.0,0.0,Neutral
whole world experiment test ground industri pharmaceut complex pfizervaccine… ,0.0,0.0,1.0,0.0,Neutral
denyertim astrazeneca sell vaccin eu cost profit pfizerbiontech sell profit eu politician g… ,0.345,0.0,0.655,0.7003,Positive
unit kingdom purchas vaccin oxfordastrazeneca pfizerbiontech european unio… ,0.0,0.0,1.0,0.0,Neutral
  hoy llegó al paí el sexto lote con ️⃣️⃣️⃣️⃣️⃣ dosi de 💉 pfizer contra la  al país… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech vaccin  invit parti dinner cocktail drink  april  ,0.0,0.0,1.0,0.0,Neutral
thank pfizerbiontech   sciencewillwin ,0.556,0.0,0.444,0.3612,Positive
bori johnson don't get choos type  vaccin pleas don't even suggest  they'… ,0.0,0.0,1.0,0.0,Neutral
serbia offer new model  rollout pfizerbiontech sinopharm sputnik moderna ,0.0,0.0,1.0,0.0,Neutral
   vaccin administr far  march lebanon  🇱🇧process still slow but… ,0.0,0.0,1.0,0.0,Neutral
experi biontechpf vaccin age  happi share welcom comme… ,0.239,0.0,0.761,0.296,Positive
tarih bir pfizerbiontech qatar türkiy ,0.0,0.0,1.0,0.0,Neutral
yay final complet  vaccin hehe time wait travel bubbl ☺️ pfizerbiontech vaccin ,0.236,0.0,0.764,0.5267,Positive
amazon thankyouamazon open distribut center help  distribut truli am… ,0.386,0.0,0.614,0.5267,Positive
pfizer amazon thank begin get life back life free fear get sick amp dying… ,0.326,0.283,0.391,0.0,Neutral
📍bintulu malaysiath pfizerbiontech vaccin distribut continuesmalaysia bintulu dhl dhlexpress… ,0.0,0.0,1.0,0.0,Neutral
that right gilbyit first covid shot thank pfizerbiontech  vaccin covidvaccin gratitude… ,0.2,0.0,0.8,0.3612,Positive
got second final shot pfizerbiontech covid vaccin send mass messag avoid individu… ,0.0,0.167,0.833,-0.296,Negative
got first shot vaccin covid pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
grandma vaccin part  readi continu girlboss gaslight gatekeep pfizergang… ,0.0,0.0,1.0,0.0,Neutral
got first dose biontechpf pfizer pfizervaccin pfizerbiontech pfizercovidvaccin,0.0,0.0,1.0,0.0,Neutral
second shot scienc medicin federalfundedresearch privateinvestmentfundedresearch pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
yay half vaccin  week fulli vaccin pfizercovidvaccin pfizer pfizerbiontech,0.298,0.0,0.702,0.5267,Positive
drbeenmed vaccin pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
today receiv first dose pfizer vaccin felt bless reliev elat initi though… ,0.203,0.0,0.797,0.4215,Positive
got first covid vaccin today covidvaccin pfizerbiontech vaccin,0.0,0.0,1.0,0.0,Neutral
inglesadvantag glad get pfizerbiontech vaccin birthday next week march  head to… ,0.231,0.0,0.769,0.4588,Positive
one shot down✔️on go✔️covidvacccinepfizerbiontech teamkentucki ,0.0,0.0,1.0,0.0,Neutral
done ✅ fullyvacinn dose  ✅ dose  ✅ pfizerbiontech getvacinn   citi field ,0.0,0.0,1.0,0.0,Neutral
timspector covid tongu result pfizerbiontech vaccin ,0.0,0.0,1.0,0.0,Neutral
receiv first dose pfizerbiontech vaccin 💉 today feel great far pain fever side effec… ,0.223,0.179,0.598,0.2023,Positive
 say az naiv simpli attempt give az bad reputation… ,0.0,0.304,0.696,-0.5423,Negative
convinc brazil sign deal pfizerbiontech possibl ,0.0,0.0,1.0,0.0,Neutral
moh receiv pfizerbiontech  batch sunday  via kuwaittimesnew kuwaittimes… ,0.0,0.0,1.0,0.0,Neutral
wagsocialcar link provid show two differ interv unfortun see screenshots… ,0.0,0.0,1.0,0.0,Neutral
today good day coupl jab 💉togeth stay togeth pfizerbiontech 💪  thank nhsuk an… ,0.351,0.0,0.649,0.6597,Positive
brazil sign deal pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
surpris astrazeneca vaccin safe would brazil sign contract pfizerbiontech,0.266,0.0,0.734,0.4404,Positive
hamilton counti health dept ad  new  dose amp  new  dose appoint opportun system… ,0.0,0.0,1.0,0.0,Neutral
zeroresidu solutionssjj im surpris use across whole germani yet  sure … ,0.204,0.0,0.796,0.3182,Positive
 year age nana final got first dose vaccin afternoon one step closer “normality… ,0.0,0.0,1.0,0.0,Neutral
vaccin day pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
rtlfranc emmanuelmacron cherch ou sont stocker les vaccinationcovid pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
uk  vaccin pfizerbiontech pfizeruk  amp oxfordastrazeneca astrazeneca deni nhsengland warn a… ,0.0,0.123,0.877,-0.1027,Negative
go look   covidvaccin  pfizerbiontech moderna ,0.0,0.0,1.0,0.0,Neutral
wife got second dose pfizerbiontech nhs  🚀 musician play harp nhs employe wait amp vaccin 🎶🎶,0.146,0.0,0.854,0.34,Positive
done  dose pfizerbiontech vaccin 💉🏥roadforabetterandsaferworld  king hamad univers hospit ,0.0,0.0,1.0,0.0,Neutral
final got second dose 🛡 pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
palestinian receiv first deliveri coronavirus vaccin covaxin devic intend for… ,0.0,0.0,1.0,0.0,Neutral
go get vaccin mani stori hear everi amp againm i'm… ,0.0,0.0,1.0,0.0,Neutral
number  case today  mar  observ safeti protect measur you'r ou… ,0.328,0.0,0.672,0.4404,Positive
done first dose pfizerbiontech 💉 ,0.0,0.0,1.0,0.0,Neutral
dr abdul rahman bizri head committe supervis lebanon vaccin campaign say politician go… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech warn eu block covidvaccin export essenti ingredi jab manufactur in uk… ,0.0,0.301,0.699,-0.5106,Negative
eurasian fan germani alway preach product german know russian labour would bri… ,0.173,0.0,0.827,0.3182,Positive
vaccin astrazeneca pfizerbiontech  mani blood clot event link pfizer biotech think people… ,0.0,0.0,1.0,0.0,Neutral
interest articl pfizervaccin dev'd turkish immigr germani studi cancer erad thru… ,0.183,0.268,0.549,-0.34,Negative
proud vaccin first dose one go thank  fema phillymayor potus  vp philaoem… ,0.359,0.0,0.641,0.6808,Positive
inventor first covid vaccin dr ozlem tureci dr ugur sahin recogn highest honor th… ,0.198,0.0,0.802,0.4939,Positive
got  dose pfizerbiontech get vaccin yanke stadium bar remain one top nyc moment… ,0.13,0.0,0.87,0.2023,Positive
dad detail symptom first dose pfizer biontech vaccin c  via youtube… ,0.0,0.0,1.0,0.0,Neutral
covid  vaccin done💪🏻👌🏻 pfizercovidvaccin pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
brilliant system vaccin site today buffalo happi reliev parent joseph half way being… ,0.241,0.0,0.759,0.5859,Positive
brittanywallman preregist week ago site elig move  got e… ,0.0,0.0,1.0,0.0,Neutral
 flotus fot pfizerbiontech  week dose  week second dose fulli kic… ,0.0,0.0,1.0,0.0,Neutral
wish luck 💉 😷 vaccin pfizerbiontech ,0.74,0.0,0.26,0.6908,Positive
profmakri notic case young man  histori two episod distal dvt without anticoagul su… ,0.0,0.0,1.0,0.0,Neutral
second dose pfizerbiontech vaccin done today uhcw,0.0,0.0,1.0,0.0,Neutral
 week sinc receiv  dose pfizerbiontech jab well inject site sore the… ,0.154,0.184,0.662,-0.1027,Negative
sillyshib johnwestjaw technicallyron  willblackwrit poor dad ☹️ we'v done everyth ask of… ,0.0,0.22,0.78,-0.4767,Negative
astrazeneca pfizerbiontech moderna johnsonandjohnson sputnikv  bleedin tesco  dont give tuppenni shit… ,0.0,0.0,1.0,0.0,Neutral
coradvorkin thank inform argentina know hegemon media agre  pfizerbiontech  coradvorkin,0.217,0.0,0.783,0.3612,Positive
 graemefromit blue envelop phone call great job done pfizerbiontech,0.339,0.0,0.661,0.6249,Positive
got second pfizerbiontech shot  last time burst tear  time tear grateful… ,0.0,0.0,1.0,0.0,Neutral
get pfizer vaccin real time 💉 pfizercovidvaccin covidvaccin coronavaccin … ,0.0,0.0,1.0,0.0,Neutral
